시군명,정류소명,정류소영문명,정류소id,정류소번호,중앙차로여부,관할관청,위치,WGS84위도,WGS84경도
화순군,회송리1구,,334000861,,,전라남도 화순군,,34.950187,126.952168
화순군,회송리1구,,334000862,,,전라남도 화순군,,34.950125,126.952147
화순군,효산리,,334000863,,,전라남도 화순군,,34.99505,126.918174
화순군,효산리,,334000864,,,전라남도 화순군,,34.994999,126.918131
화순군,일심리,,334000865,,,전라남도 화순군,,35.054676,126.997062
화순군,일심리,,334000866,,,전라남도 화순군,,35.054537,126.996978
화순군,남계리,,334000868,,,전라남도 화순군,,34.989242,127.158138
화순군,남계리,,334000869,,,전라남도 화순군,,34.989262,127.158066
화순군,삼마,,334000872,,,전라남도 화순군,,35.000165,127.164578
화순군,삼마,,334000873,,,전라남도 화순군,,35.000163,127.164474
화순군,유마사,,334000874,,,전라남도 화순군,,35.015716,127.17163
화순군,화순사평,,334000875,,,전라남도 화순군,,35.006244,127.098725
화순군,화순서라아파트,,334000876,,,전라남도 화순군,,35.053123,126.969217
화순군,화순서라아파트,,334000877,,,전라남도 화순군,,35.053195,126.969048
화순군,화순영재교육원,,334000880,,,전라남도 화순군,,35.031975,127.01455
화순군,화순영재교육원,,334000881,,,전라남도 화순군,,35.03195,127.014441
화순군,밀양(내리),,334000882,,,전라남도 화순군,,35.03363417,127.136055
화순군,절산(리),,334000883,,,전라남도 화순군,,35.002406,127.120582
화순군,절산(리),,334000884,,,전라남도 화순군,,35.002366,127.120526
화순군,내리2구,,334000885,,,전라남도 화순군,,35.034679,127.131383
화순군,내리2구,,334000886,,,전라남도 화순군,,35.034732,127.131372
화순군,복암,,334000887,,,전라남도 화순군,,35.046511,127.081574
화순군,복암,,334000888,,,전라남도 화순군,,35.046478,127.081408
화순군,무포리,,334000889,,,전라남도 화순군,,35.053612,127.073721
화순군,무포리,,334000890,,,전라남도 화순군,,35.053601,127.073622
화순군,사평중,,334000891,,,전라남도 화순군,,35.003269,127.089455
화순군,사평중,,334000892,,,전라남도 화순군,,35.003254,127.089551
화순군,동산(종점),,334000893,,,전라남도 화순군,,34.966798,127.063958
화순군,정우리,,334000894,,,전라남도 화순군,,34.974731,127.072731
화순군,정우리,,334000895,,,전라남도 화순군,,34.9747,127.072853
화순군,오곡,,334000896,,,전라남도 화순군,,34.973001,127.069124
화순군,가수리1구,,334000897,,,전라남도 화순군,,35.097824,127.148734
화순군,용리,,334000898,,,전라남도 화순군,,35.024486,127.111714
화순군,용리,,334000899,,,전라남도 화순군,,35.024562,127.111663
화순군,주암(종점),,334000900,,,전라남도 화순군,,35.076587,127.234123
화순군,월봉,,334000901,,,전라남도 화순군,,35.084892,127.215743
화순군,월봉,,334000902,,,전라남도 화순군,,35.085071,127.215725
화순군,주평,,334000903,,,전라남도 화순군,,35.027279,127.114979
화순군,주평,,334000904,,,전라남도 화순군,,35.027244,127.114896
화순군,한영휴게소,,334000905,,,전라남도 화순군,,35.079833,127.174026
화순군,한영휴게소,,334000906,,,전라남도 화순군,,35.080011,127.173963
화순군,운룡,,334000907,,,전라남도 화순군,,35.087715,127.204429
화순군,운룡,,334000908,,,전라남도 화순군,,35.087505,127.204449
화순군,북면,,334000909,,,전라남도 화순군,,35.166919,127.132919
화순군,신율,,334000910,,,전라남도 화순군,,35.096667,127.136533
화순군,신율,,334000911,,,전라남도 화순군,,35.096633,127.136673
화순군,용암(종점),,334000912,,,전라남도 화순군,,34.959373,127.195564
화순군,죽산,,334000913,,,전라남도 화순군,,34.974227,127.175178
화순군,죽산,,334000914,,,전라남도 화순군,,34.97445,127.17506
화순군,내리입구,,334000915,,,전라남도 화순군,,35.039029,127.122779
화순군,수리입구,,334000916,,,전라남도 화순군,,35.130899,127.14219
화순군,수리입구,,334000917,,,전라남도 화순군,,35.131016,127.14205
화순군,밤실입구,,334000918,,,전라남도 화순군,,35.090784,127.132528
화순군,밤실입구,,334000919,,,전라남도 화순군,,35.090797,127.132394
화순군,내리입구,,334000920,,,전라남도 화순군,,35.039146,127.1228
화순군,북면사무소,,334000921,,,전라남도 화순군,,35.16779,127.132756
화순군,북면사무소,,334000922,,,전라남도 화순군,,35.167737,127.132665
화순군,와천리,,344000923,,,전라남도 화순군,,35.140094,127.113082
화순군,와천리,,334000924,,,전라남도 화순군,,35.140228,127.113123
화순군,현대자동차,,334000925,,,전라남도 화순군,,35.055788,126.990511
화순군,현대자동차,,334000926,,,전라남도 화순군,,35.055683,126.990497
화순군,가수리입구,,334000927,,,전라남도 화순군,,35.100462,127.140757
화순군,가수리입구,,334000928,,,전라남도 화순군,,35.100519,127.140631
화순군,만인리,,334000929,,,전라남도 화순군,,35.009315,126.963081
화순군,옥천사,,334000930,,,전라남도 화순군,,34.9987984,126.9435196
화순군,옥천사,,334000931,,,전라남도 화순군,,34.998728,126.943502
화순군,송단,,334000932,,,전라남도 화순군,,35.190513,127.158377
화순군,송단,,334000933,,,전라남도 화순군,,35.190568,127.158347
화순군,원리,,334000934,,,전라남도 화순군,,35.190745,127.134972
화순군,원리,,334000935,,,전라남도 화순군,,35.190745,127.13491
화순군,백아산관광목장,,334000936,,,전라남도 화순군,,35.175144,127.136654
화순군,백아산관광목장,,334000937,,,전라남도 화순군,,35.175201,127.136512
화순군,대곡(종점),,334000938,,,전라남도 화순군,,34.988712,127.100608
화순군,대곡입구,,334000939,,,전라남도 화순군,,34.995436,127.091523
화순군,대곡입구,,334000940,,,전라남도 화순군,,34.995476,127.09156
화순군,화림2구,,334000941,,,전라남도 화순군,,34.962471,126.961538
화순군,화림2구,,334000942,,,전라남도 화순군,,34.962425,126.961631
화순군,도웅리1구,,334000943,,,전라남도 화순군,,35.051524,126.939857
화순군,백암마을,,334000944,,,전라남도 화순군,,35.01511,126.909912
화순군,백암마을,,334000945,,,전라남도 화순군,,35.015058,126.909999
화순군,효산삼거리,,334000948,,,전라남도 화순군,,34.998647,126.910149
화순군,효산삼거리,,334000949,,,전라남도 화순군,,34.998682,126.910431
화순군,도곡,,334000950,,,전라남도 화순군,,34.997682,126.917547
화순군,도곡,,334000951,,,전라남도 화순군,,34.997761,126.917547
화순군,화순부영3차아파트,,334000952,,,전라남도 화순군,,35.060792,126.992319
화순군,화순부영3차아파트,,334000953,,,전라남도 화순군,,35.061044,126.992528
화순군,도곡온천,,334000954,,,전라남도 화순군,,35.024426,126.904146
화순군,도곡온천,,334000955,,,전라남도 화순군,,35.024426,126.904345
화순군,온천마을,,334000956,,,전라남도 화순군,,35.021527,126.906185
화순군,온천마을,,334000957,,,전라남도 화순군,,35.02158,126.906257
화순군,천암마을입구,,334000958,,,전라남도 화순군,,35.0178108,126.9093552
화순군,천암마을입구,,334000959,,,전라남도 화순군,,35.01779,126.909304
화순군,세량리주유소,,334000960,,,전라남도 화순군,,35.065885,126.912075
화순군,세량리주유소,,334000961,,,전라남도 화순군,,35.065912,126.911893
화순군,잠정햇살마을,,334000962,,,전라남도 화순군,,34.984905,126.961738
화순군,잠정햇살마을,,334000963,,,전라남도 화순군,,34.984957,126.961825
화순군,도곡,,334000964,,,전라남도 화순군,,34.997774,126.917391
화순군,도곡,,334000965,,,전라남도 화순군,,34.997713,126.917388
화순군,도곡복지회관,,334000966,,,전라남도 화순군,,34.9979935,126.9148407
화순군,도곡복지회관,,334000967,,,전라남도 화순군,,34.997921,126.914832
화순군,신기,,334000968,,,전라남도 화순군,,34.894027,126.8705292
화순군,신기,,334000969,,,전라남도 화순군,,34.894076,126.870428
화순군,봉하,,334000970,,,전라남도 화순군,,34.898713,126.874916
화순군,봉하,,334000971,,,전라남도 화순군,,34.898711,126.875007
화순군,옥동,,334000972,,,전라남도 화순군,,34.941507,126.910082
화순군,원천3리,,334000973,,,전라남도 화순군,,34.936183,126.895507
화순군,원천3리,,334000974,,,전라남도 화순군,,34.936115,126.895531
화순군,대초삼거리,,334000975,,,전라남도 화순군,,34.938189,126.876753
화순군,대초삼거리,,334000976,,,전라남도 화순군,,34.938158,126.876817
화순군,변천리,,334000977,,,전라남도 화순군,,34.9193,126.9336394
화순군,안성리,,334000978,,,전라남도 화순군,,34.92426306,126.9131469
화순군,안성리,,334000979,,,전라남도 화순군,,34.924282,126.913218
화순군,회송리,,334000980,,,전라남도 화순군,,34.94537361,126.9361572
화순군,회송리,,334000981,,,전라남도 화순군,,34.945337,126.936357
화순군,지월2구,,334000982,,,전라남도 화순군,,34.927253,126.896338
화순군,지월2구,,334000983,,,전라남도 화순군,,34.927276,126.8962556
화순군,한천마을,,334000984,,,전라남도 화순군,,34.97575,126.9962539
화순군,한천마을,,334000985,,,전라남도 화순군,,34.975806,126.996211
화순군,한천면사무소,,334000986,,,전라남도 화순군,,34.977311,126.998665
화순군,한천면사무소,,334000987,,,전라남도 화순군,,34.977412,126.998568
화순군,한계리,,334000988,,,전라남도 화순군,,34.979968,127.003088
화순군,한계리,,334000989,,,전라남도 화순군,,34.979845,127.003029
화순군,청계,,334000990,,,전라남도 화순군,,34.981795,127.002347
화순군,청계,,334000991,,,전라남도 화순군,,34.981759,127.002251
화순군,청계입구,,334000992,,,전라남도 화순군,,34.985179,126.999775
화순군,청계입구,,334000993,,,전라남도 화순군,,34.985179,126.999802
화순군,정동,,334000994,,,전라남도 화순군,,34.989594,126.984452
화순군,정동,,334000995,,,전라남도 화순군,,34.989517,126.934398
화순군,정리2구,,334000996,,,전라남도 화순군,,34.990879,126.996139
화순군,정리2구,,334000997,,,전라남도 화순군,,34.99055,126.996192
화순군,오음교,,334000998,,,전라남도 화순군,,34.976659,127.008739
화순군,오음교,,334000999,,,전라남도 화순군,,34.976758,127.008763
화순군,오음3구,,334001000,,,전라남도 화순군,,34.986324,127.03955
화순군,덕곡2구,,334001001,,,전라남도 화순군,,35.008109,126.890735
화순군,덕곡2구,,334001002,,,전라남도 화순군,,35.008045,126.890727
화순군,증동,,334001003,,,전라남도 화순군,,34.883834,127.066361
화순군,증동,,334001004,,,전라남도 화순군,,34.883852,127.066455
화순군,증리,,334001005,,,전라남도 화순군,,34.878353,127.068107
화순군,묘치재,,334001006,,,전라남도 화순군,,35.069645,127.0906525
화순군,묘치재,,334001007,,,전라남도 화순군,,35.069599,127.0904922
화순군,성산초소,,334001008,,,전라남도 화순군,,35.085601,127.094703
화순군,성산초소,,334001009,,,전라남도 화순군,,35.085545,127.0945
화순군,용호,,334001010,,,전라남도 화순군,,35.11054611,127.0760881
화순군,용호,,334001011,,,전라남도 화순군,,35.110474,127.076111
화순군,산사,,334001012,,,전라남도 화순군,,35.110351,127.072212
화순군,산사,,334001013,,,전라남도 화순군,,35.110483,127.071809
화순군,산사,,334001014,,,전라남도 화순군,,35.111145,127.070571
화순군,산사,,334001015,,,전라남도 화순군,,35.111111,127.070543
화순군,삼하,,334001016,,,전라남도 화순군,,35.108115,127.044799
화순군,삼하,,334001017,,,전라남도 화순군,,35.1081314,127.0447769
화순군,용강마을,,334001018,,,전라남도 화순군,,35.1203079,127.0477448
화순군,용강마을,,334001019,,,전라남도 화순군,,35.12031,127.047693
화순군,인계리,,334001020,,,전라남도 화순군,,35.1292953,127.0427628
화순군,인계리,,334001021,,,전라남도 화순군,,35.12928,127.04276
화순군,구산,,334001022,,,전라남도 화순군,,35.130375,127.0805742
화순군,구산,,334001023,,,전라남도 화순군,,35.130386,127.080555
화순군,장단마을,,334001024,,,전라남도 화순군,,35.131185,127.084308
화순군,장단마을,,334001025,,,전라남도 화순군,,35.13138194,127.0842133
화순군,물염정,,334001026,,,전라남도 화순군,,35.131584,127.105758
화순군,물염정,,334001027,,,전라남도 화순군,,35.13154,127.105835
화순군,청용리,,334001028,,,전라남도 화순군,,34.874225,126.940968
화순군,청용리,,334001029,,,전라남도 화순군,,34.874256,126.941013
화순군,길성,,334001030,,,전라남도 화순군,,35.155773,127.12194
화순군,길성,,334001031,,,전라남도 화순군,,35.155808,127.121893
화순군,하다,,334001032,,,전라남도 화순군,,35.128859,127.133242
화순군,하다,,334001033,,,전라남도 화순군,,35.128795,127.1336289
화순군,봉녕,,334001034,,,전라남도 화순군,,35.065999,127.122835
화순군,봉녕,,334001035,,,전라남도 화순군,,35.0661125,127.1226578
화순군,구봉산,,334001036,,,전라남도 화순군,,35.037403,127.077835
화순군,구봉산,,334001037,,,전라남도 화순군,,35.037286,127.077793
화순군,고초골,,334001038,,,전라남도 화순군,,35.114902,127.063038
화순군,고초골,,334001039,,,전라남도 화순군,,35.114933,127.062711
화순군,월정,,334001040,,,전라남도 화순군,,35.116519,127.05925
화순군,월정,,334001041,,,전라남도 화순군,,35.116567,127.059307
화순군,옹림,,334001042,,,전라남도 화순군,,35.007211,127.021764
화순군,영평,,334001043,,,전라남도 화순군,,35.115676,127.041666
화순군,영평,,334001044,,,전라남도 화순군,,35.115606,127.041695
화순군,임곡5반,,334001045,,,전라남도 화순군,,35.131893,127.089028
화순군,임곡5반,,334001046,,,전라남도 화순군,,35.131961,127.089018
화순군,세청리,,334001047,,,전라남도 화순군,,34.892773,126.975737
화순군,세청리,,334001048,,,전라남도 화순군,,34.892773,126.975617
화순군,연화리(종점),,334001049,,,전라남도 화순군,,34.853977,127.022048
화순군,괴화,,334001050,,,전라남도 화순군,,34.859659,127.039402
화순군,괴화,,334001051,,,전라남도 화순군,,34.858893,127.039311
화순군,사동,,334001052,,,전라남도 화순군,,34.885632,127.056617
화순군,사동,,334001053,,,전라남도 화순군,,34.885539,127.056606
화순군,쌍봉사(종점),,334001054,,,전라남도 화순군,,34.886947,127.060447
화순군,백운리(종점),,334001057,,,전라남도 화순군,,34.883779,126.943846
화순군,초방리(종점),,334001058,,,전라남도 화순군,,34.844971,126.99491
화순군,청풍면사무소,,334001059,,,전라남도 화순군,,34.876646,126.970461
화순군,청풍면사무소,,334001060,,,전라남도 화순군,,34.876569,126.970394
화순군,화순수도원,,334001061,,,전라남도 화순군,,34.951306,126.968476
화순군,화순수도원,,334001062,,,전라남도 화순군,,34.951253,126.968549
화순군,경현리마을,,334001063,,,전라남도 화순군,,35.059861,127.082242
화순군,경현리입구,,334001064,,,전라남도 화순군,,35.05309,127.087427
화순군,경현리입구,,334001065,,,전라남도 화순군,,35.053151,127.087336
화순군,대비리입구,,334001066,,,전라남도 화순군,,34.879401,126.969885
화순군,대비리입구,,334001067,,,전라남도 화순군,,34.879445,126.969793
화순군,동림(종점),,334001068,,,전라남도 화순군,,35.054418,127.052979
화순군,송정입구,,334001069,,,전라남도 화순군,,34.868994,127.011617
화순군,송정입구,,334001070,,,전라남도 화순군,,34.869074,127.011598
화순군,도곡사거리,,334001071,,,전라남도 화순군,,34.999697,126.901901
화순군,대초리(종점),,334001072,,,전라남도 화순군,,34.936286,126.873313
화순군,벽지리2구,,334001073,,,전라남도 화순군,,34.95755,126.903572
화순군,덕산,,334001074,,,전라남도 화순군,,34.902952,126.878647
화순군,덕산,,334001075,,,전라남도 화순군,,34.903014,126.878628
화순군,효산삼거리,,334001076,,,전라남도 화순군,,34.998737,126.910294
화순군,효산삼거리,,334001077,,,전라남도 화순군,,34.998792,126.910133
화순군,오음2구,,334001078,,,전라남도 화순군,,34.96921,127.02977
화순군,양곡(종점),,334001079,,,전라남도 화순군,,34.949527,126.932444
화순군,천태2구,,334001080,,,전라남도 화순군,,34.929054,126.912687
화순군,천태2구,,334001081,,,전라남도 화순군,,34.92898,126.912678
화순군,제정,,334001082,,,전라남도 화순군,,34.93305,126.902347
화순군,모산,,334001083,,,전라남도 화순군,,34.988559,126.916525
화순군,모산,,334001084,,,전라남도 화순군,,34.988543,126.916479
화순군,월곡1구,,334001085,,,전라남도 화순군,,34.986634,126.91137
화순군,월곡1구,,334001086,,,전라남도 화순군,,34.98673,126.911421
화순군,유곡,,334001087,,,전라남도 화순군,,34.987932,126.910399
화순군,유곡,,334001088,,,전라남도 화순군,,34.988018,126.910447
화순군,월곡2구,,334001089,,,전라남도 화순군,,34.989895,126.908172
화순군,월곡2구,,334001090,,,전라남도 화순군,,34.989958,126.90829
화순군,하서마을,,334001091,,,전라남도 화순군,,35.054938,127.037895
화순군,중지마을,,334001092,,,전라남도 화순군,,35.100429,126.994987
화순군,중지마을,,334001093,,,전라남도 화순군,,35.100459,126.994886
화순군,연양2구,,334001094,,,전라남도 화순군,,35.038728,126.967483
화순군,연양2구,,334001095,,,전라남도 화순군,,35.038685,126.967481
화순군,삼천리,,334001096,,,전라남도 화순군,,35.043407,126.98384
화순군,삼천리,,334001097,,,전라남도 화순군,,35.043375,126.983894
화순군,백암리,,334001098,,,전라남도 화순군,,35.023486,126.960148
화순군,백암리,,334001099,,,전라남도 화순군,,35.023526,126.96018
화순군,안양산휴양림,,334001100,,,전라남도 화순군,,35.091672,127.027018
화순군,안양산휴양림,,334001101,,,전라남도 화순군,,35.091749,127.027053
화순군,광사리,,334001102,,,전라남도 화순군,,35.027938,126.970142
화순군,광사리,,334001103,,,전라남도 화순군,,35.02787,126.970137
화순군,이서분교,,334001104,,,전라남도 화순군,,35.117412,127.043997
화순군,감도리3구,,334001105,,,전라남도 화순군,,35.030901,126.973299
화순군,감도리3구,,334001106,,,전라남도 화순군,,35.030758,126.973144
화순군,내평리,,334001107,,,전라남도 화순군,,35.0350838,126.9670715
화순군,내평리,,334001108,,,전라남도 화순군,,35.034909,126.966948
화순군,감도리1구,,334001109,,,전라남도 화순군,,35.034681,126.980198
화순군,읍사무소,,334001110,,,전라남도 화순군,,35.060506,126.983943
화순군,읍사무소,,334001111,,,전라남도 화순군,,35.060366,126.983938
화순군,중앙병원,,334001112,,,전라남도 화순군,,35.058415,126.981255
화순군,중앙병원,,334001113,,,전라남도 화순군,,35.058045,126.98102
화순군,화순요양원,,334001114,,,전라남도 화순군,,35.042941,126.9542094
화순군,화순요양원,,334001115,,,전라남도 화순군,,35.042835,126.954208
화순군,오성초등학교,,334001116,,,전라남도 화순군,,35.053261,126.964933
화순군,오성초등학교,,334001117,,,전라남도 화순군,,35.053156,126.9654
화순군,대리교통광장,,334001118,,,전라남도 화순군,,35.053045,126.972891
화순군,고인돌공원주차장,,334001119,,,전라남도 화순군,,34.9871427,126.917351
화순군,고인돌공원주차장,,334001120,,,전라남도 화순군,,34.987116,126.917072
화순군,반곡,,334001121,,,전라남도 화순군,,35.1898498,127.1124586
화순군,반곡,,334001122,,,전라남도 화순군,,35.189791,127.112313
화순군,월곡,,334001123,,,전라남도 화순군,,35.188856,127.100175
화순군,월곡,,334001124,,,전라남도 화순군,,35.188831,127.099914
화순군,맹리,,334001125,,,전라남도 화순군,,35.179689,127.093212
화순군,맹리,,334001126,,,전라남도 화순군,,35.179476,127.093228
화순군,서유1구,,334001127,,,전라남도 화순군,,35.1612021,127.0859144
화순군,서유1구,,334001128,,,전라남도 화순군,,35.173704,127.092935
화순군,북면온천,,334001129,,,전라남도 화순군,,35.1612021,127.0859144
화순군,북면온천(종점),,334001130,,,전라남도 화순군,,35.163119,127.084131
화순군,능주정류장,,334001131,,,전라남도 화순군,,34.991521,126.958256
화순군,삼천리(축협하나로),,334001132,,,전라남도 화순군,,35.052896,126.989094
화순군,산이고운아파트후문,,334001133,,,전라남도 화순군,,35.054421,126.981738
화순군,산이고운아파트정문,,334001134,,,전라남도 화순군,,35.053188,126.98174
화순군,한양립스아파트정문,,334001135,,,전라남도 화순군,,35.053074,126.979583
화순군,양촌(녹십자입구),,334001136,,,전라남도 화순군,,35.037446,126.962445
화순군,도암농협,,334001138,,,전라남도 화순군,,34.936217,126.898153
화순군,도암농협,,334001139,,,전라남도 화순군,,34.936243,126.898032
